EmployeeID,Age,Attrition,BusinessTravel,DistanceFromHome,Education,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MeanTimeAtWorkByYear
2387,25,0,1,5,1,1,4,139730,1.0,14,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.126019736666667
2388,39,0,2,10,3,0,2,26840,4.0,12,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.755457302222222
2389,49,0,2,4,2,1,2,108450,3.0,24,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.779442028888889
2390,50,0,2,2,2,1,3,43770,5.0,12,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.804605200833333
2391,20,0,2,18,4,0,2,37430,1.0,13,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.620019323611111
2392,34,0,2,10,3,1,3,41480,1.0,11,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.673401600555555
2393,36,0,2,1,3,0,2,10510,2.0,14,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.979037274444445
2394,49,0,2,6,2,0,2,107390,2.0,11,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.466084379166666
2395,36,0,0,8,4,1,4,103880,0.0,14,0,4.0,2,3,1,2,4.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.0073738425
2396,36,0,2,2,2,0,2,114160,6.0,16,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.281566713055556
2397,54,0,2,24,3,1,1,26000,3.0,14,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.5958296941666665
2398,43,0,2,2,4,0,1,24220,1.0,11,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.581850262222222
2399,35,1,1,17,4,1,1,54720,3.0,11,1,13.0,3,11,6,7,4.0,4.0,4.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.392455273055557
2400,38,0,1,19,2,1,2,24510,7.0,12,1,19.0,3,13,2,9,4.0,4.0,4.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.190964791944444
2401,29,0,2,1,2,1,2,42400,1.0,14,0,10.0,2,10,0,9,1.0,2.0,2.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10.692972910833333
2402,33,0,2,7,3,1,5,109990,1.0,18,3,6.0,3,6,0,4,4.0,4.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.363958333333334
2403,32,0,2,5,4,1,5,50030,0.0,13,0,10.0,5,9,1,6,4.0,2.0,2.0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6.588329889722223
2404,31,0,2,28,4,0,2,127420,1.0,11,0,10.0,4,10,0,2,1.0,4.0,3.0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7.4187224516666666
2405,49,0,2,2,4,1,1,42270,4.0,18,0,17.0,3,2,2,2,4.0,1.0,2.0,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.698152664722222
2406,38,0,1,29,2,0,1,39170,1.0,15,3,4.0,2,4,3,3,4.0,2.0,3.0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.830377068333334
2407,47,0,2,1,4,1,3,183030,6.0,22,1,29.0,2,3,1,2,2.0,2.0,3.0,2,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.737826867777778
2408,49,0,2,21,3,1,2,23800,4.0,13,0,23.0,3,8,0,0,3.0,3.0,3.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.414545873611111
2409,41,0,2,24,4,0,4,137260,3.0,12,0,21.0,6,2,0,2,4.0,3.0,3.0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.988097643055555
2410,20,0,2,1,3,1,1,47770,1.0,18,1,2.0,3,2,0,2,4.0,1.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.671119112777777
2411,33,0,0,18,2,0,2,63850,1.0,13,0,7.0,6,6,1,2,3.0,4.0,3.0,2,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.468951760277777
2412,36,0,2,2,2,1,3,199730,6.0,12,0,10.0,2,3,0,2,1.0,3.0,2.0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5.988968089722222
2413,44,0,2,9,3,0,3,68610,4.0,12,0,8.0,2,2,2,2,3.0,4.0,3.0,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,8.491249418611112
2414,23,1,2,6,3,0,3,49690,1.0,12,0,5.0,3,5,1,2,4.0,3.0,3.0,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.127344735555555
2415,38,0,2,11,2,1,1,198450,7.0,11,1,7.0,3,0,0,0,4.0,3.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.387090220277778
2416,53,0,2,24,3,1,4,133200,3.0,11,0,11.0,2,4,1,2,2.0,4.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.002307692222221
2417,48,1,1,10,2,1,1,63470,2.0,12,1,19.0,3,9,7,7,4.0,3.0,3.0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.926055785833332
2418,32,1,2,1,3,1,2,27430,1.0,19,1,1.0,2,1,0,0,4.0,2.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.48860625888889
2419,26,0,0,18,2,1,1,108800,1.0,23,1,7.0,5,7,5,7,4.0,4.0,3.0,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.173929738333333
2420,55,0,2,23,1,1,5,23420,5.0,11,2,8.0,2,4,1,2,1.0,2.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.686730955833333
2421,34,0,2,28,3,0,2,176500,1.0,19,1,15.0,6,15,4,13,2.0,4.0,4.0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.9967980008333335
2422,60,0,2,17,4,1,1,40250,3.0,13,1,19.0,5,1,0,0,3.0,4.0,4.0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.191782806388889
2423,33,0,2,3,3,1,3,97250,1.0,11,0,14.0,0,14,2,13,2.0,2.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.780635573611112
2424,37,0,1,13,3,1,1,119040,1.0,12,1,6.0,4,6,1,3,3.0,4.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.4847103511111115
2425,34,0,2,7,2,1,1,21770,1.0,13,0,10.0,5,10,8,7,2.0,4.0,3.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.116946721111111
2426,23,1,2,12,2,1,2,75250,1.0,14,2,3.0,2,3,0,2,3.0,4.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.214260446111112
2427,44,0,2,1,3,1,1,48340,1.0,14,0,9.0,1,8,6,7,3.0,4.0,3.0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.4743629475
2428,35,0,1,13,3,1,3,20420,0.0,16,0,6.0,2,5,1,4,1.0,4.0,4.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.168764124166666
2429,43,0,2,25,4,1,2,22200,1.0,11,0,10.0,2,10,8,8,4.0,4.0,3.0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.1061208575
2430,24,0,2,6,3,1,3,10520,1.0,13,0,5.0,3,5,0,4,3.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.718498817777777
2431,41,0,2,6,4,1,1,28210,1.0,17,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.988722943611111
2432,29,0,2,2,2,1,2,192370,9.0,11,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.874943236666667
2433,36,0,2,1,4,0,3,41070,3.0,11,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.298267085
2434,45,0,0,2,3,0,2,83960,3.0,15,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.324778480833333
2435,24,1,2,6,2,0,2,20070,1.0,12,0,1.0,2,1,0,0,4.0,3.0,3.0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.430741134722223
2436,47,1,1,1,3,0,2,196270,7.0,11,2,25.0,1,23,14,10,3.0,3.0,1.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.79687409
2437,26,0,2,9,1,1,1,106860,1.0,14,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.6817135344444445
2438,45,0,2,1,4,1,1,29420,1.0,22,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.625135233888888
2439,32,0,1,1,1,1,2,88580,6.0,16,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.893607565
2440,31,0,2,14,2,1,1,167560,1.0,11,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.198543735
2441,41,0,0,2,2,1,2,107980,6.0,14,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.699780446111111
2442,40,0,2,22,2,1,1,23230,2.0,16,1,18.0,2,1,0,0,2.0,1.0,3.0,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,9.824216149166668
2443,24,0,2,3,3,0,1,14160,1.0,15,1,6.0,3,6,1,2,2.0,1.0,4.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.013961202777778
2444,46,0,2,6,3,1,4,46150,6.0,12,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.5633934583333335
2445,35,0,2,8,4,1,1,24610,2.0,20,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.413913043333333
2446,30,0,2,9,4,1,1,87220,1.0,17,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.298294175
2447,47,0,0,3,2,0,2,39550,7.0,12,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.6838680861111115
2448,46,0,2,1,4,0,3,99570,4.0,20,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,9.792964499722222
2449,36,1,2,1,3,1,2,33760,5.0,20,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10.406761133333333
2450,32,1,2,26,3,0,2,88230,6.0,13,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7.000198087222222
2451,23,0,2,6,4,1,3,103220,1.0,14,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.011363425833333
2452,31,0,1,3,3,1,2,46210,2.0,18,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.504944903333333
2453,39,0,0,3,3,0,2,109760,1.0,11,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10.174394353333332
2454,32,0,2,6,3,1,1,36600,3.0,11,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7.6473535563888895
2455,40,0,2,6,3,1,3,104820,1.0,11,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.9365945163888885
2456,45,0,2,19,4,1,1,71190,4.0,15,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.7960804986111105
2457,30,0,1,9,3,1,1,95820,0.0,12,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.204518761944445
2458,24,0,1,3,4,1,1,45080,0.0,11,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5.991230822777777
2459,30,1,1,10,3,0,1,22070,6.0,14,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.712487425555555
2460,31,0,2,3,2,1,3,77560,1.0,15,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.615965986388889
2461,27,0,2,3,3,1,1,66940,1.0,13,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.324247828055555
2462,29,1,2,4,3,1,5,36910,1.0,13,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.809577874722223
2463,29,0,1,8,4,0,1,23770,8.0,21,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.806621338888888
2464,30,0,2,7,3,1,3,23130,2.0,11,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.966133879722221
2465,34,0,2,1,2,0,2,176650,0.0,11,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.900068860833334
2466,33,0,0,2,4,1,1,25960,8.0,14,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.385372315555556
2467,49,0,2,3,4,1,1,47280,3.0,11,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.704099815555555
2468,33,1,2,10,3,1,1,43020,2.0,13,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.287419501111112
2469,38,0,1,28,3,1,1,29790,4.0,12,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.855806878055556
2470,31,1,2,9,4,1,2,168850,2.0,14,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.192894225833333
2471,29,0,2,3,4,0,2,55930,1.0,13,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,6.334084406111111
2472,30,0,2,2,1,1,1,104450,3.0,18,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.778561946666667
2473,32,0,0,10,4,0,1,87400,2.0,11,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.983953543888888
2474,38,0,2,8,2,0,1,25140,3.0,11,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.0040049225
2475,43,1,1,1,4,1,3,76550,9.0,12,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8.375763888888889
2476,42,0,2,1,3,0,1,174650,8.0,13,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6.706082498611111
2477,55,0,2,3,2,0,1,73510,8.0,20,1,34.0,3,1,0,0,3.0,3.0,3.0,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.595277777777778
2478,33,0,0,14,3,1,1,108200,5.0,12,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6.700411479722223
2479,41,0,2,5,3,1,1,121690,1.0,19,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.290448067500001
2480,34,0,0,7,4,0,1,196260,1.0,21,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.18945486111111
2481,53,0,0,10,4,1,2,20700,4.0,13,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.101309354166666
2482,43,0,2,16,2,0,1,67820,0.0,16,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0977047411111105
2483,34,0,2,10,2,0,5,77790,5.0,12,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.7039595513888885
2484,21,1,2,1,2,1,5,27910,1.0,14,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.524425369444444
2485,38,0,2,8,2,0,2,32010,1.0,11,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.3887701802777785
2486,22,1,2,1,3,1,4,49680,1.0,14,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,8.890420081944445
2487,31,0,2,8,5,1,5,131200,1.0,12,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.280066193611111
2488,51,0,2,1,4,0,1,40330,2.0,14,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.703338101944445
2489,37,0,2,24,1,1,2,32910,1.0,16,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.021012583055555
2490,46,0,2,3,4,0,1,42720,7.0,13,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9.994054373333332
2491,36,0,2,27,3,0,4,50560,7.0,12,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9.504157210277778
2492,44,1,1,10,4,1,1,28440,1.0,12,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.287852011388889
2493,37,0,2,19,2,1,2,27030,2.0,14,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6.133804044444444
2494,35,1,2,15,4,1,2,19040,1.0,22,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.582574919166667
2495,33,0,2,8,5,1,2,82240,6.0,19,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.992180315833334
2496,28,0,2,9,3,0,2,47660,1.0,12,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.389827423055556
2497,39,0,2,3,4,0,2,26100,7.0,12,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.908993800555555
2498,46,0,0,9,2,1,2,57310,8.0,17,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.69190609
2499,40,0,2,2,2,1,1,25390,4.0,12,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.555122818888888
2500,42,0,2,7,4,0,2,57140,5.0,11,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.600409663611111
2501,35,0,0,10,1,0,2,43230,2.0,18,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.70278235
2502,38,0,0,6,4,1,3,73360,5.0,11,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.757895438888888
2503,34,1,1,2,1,1,1,134990,4.0,23,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7.888297258055555
2504,37,1,2,24,3,1,1,137580,1.0,11,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.196276620277778
2505,39,0,1,2,1,1,2,51550,2.0,18,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.196037758333333
2506,43,0,0,8,5,0,3,22580,4.0,18,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.399991582222222
2507,41,0,2,3,3,1,3,35970,3.0,13,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.812406188888889
2508,41,0,2,1,1,1,3,25150,0.0,18,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,10.281769675833333
2509,30,0,2,26,3,0,2,44200,9.0,11,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.1147067900000005
2510,26,1,2,2,1,0,3,65780,0.0,15,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8.718123249166666
2511,46,1,2,10,3,1,1,44220,4.0,11,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.025100472777778
2512,40,0,2,27,2,0,3,102740,4.0,18,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.611040528055555
2513,34,0,2,2,3,1,2,53430,1.0,14,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.376714120277778
2514,58,0,0,2,4,1,1,23760,4.0,12,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.598882058055556
